	Ecoli	Listeria	Shigellia
OG0000703	sp|P0C0S1|MSCS_ECOLI	tr|Q8Y899|Q8Y899_LISMO	tr|F5NZV9|F5NZV9_SHIFL
OG0000704	sp|P0A738|MOAC_ECOLI	sp|Q8Y871|MOAC_LISMO	tr|F5NS53|F5NS53_SHIFL
OG0000705	sp|P32125|MOBB_ECOLI	tr|Q8Y874|Q8Y874_LISMO	tr|F5P1F3|F5P1F3_SHIFL
OG0000706	sp|P0A6W3|MRAY_ECOLI	sp|Q8Y5M0|MRAY_LISMO	tr|F5NQ15|F5NQ15_SHIFL
OG0000707	sp|P0AEZ9|MOAB_ECOLI	tr|Q8Y869|Q8Y869_LISMO	tr|F5NS52|F5NS52_SHIFL
OG0000708	sp|P30745|MOAA_ECOLI	sp|Q8Y870|MOAA_LISMO	tr|F5NS51|F5NS51_SHIFL
OG0000709	sp|P0ACR9|MPRA_ECOLI	tr|Q8Y650|Q8Y650_LISMO	tr|F5NYX5|F5NYX5_SHIFL
OG0000710	sp|P08373|MURB_ECOLI	sp|Q8Y776|MURB_LISMO	tr|F5P0Y6|F5P0Y6_SHIFL
OG0000711	sp|P22188|MURE_ECOLI	sp|Q8Y5L9|MURE_LISMO	tr|F5NQ13|F5NQ13_SHIFL
OG0000712	sp|P11458|NADA_ECOLI	sp|Q8Y5N2|NADA_LISMO	tr|F5NQQ9|F5NQQ9_SHIFL
OG0000713	sp|P0AFA2|NARX_ECOLI	tr|Q8Y893|Q8Y893_LISMO	tr|F5NTH1|F5NTH1_SHIFL
OG0000714	sp|P11349|NARH_ECOLI, sp|P19318|NARY_ECOLI		tr|F5NTH4|F5NTH4_SHIFL
OG0000715	sp|P30011|NADC_ECOLI	tr|Q8Y5N3|Q8Y5N3_LISMO	tr|F5NQ37|F5NQ37_SHIFL
OG0000716	sp|P11880|MURF_ECOLI	tr|Q8Y8P0|Q8Y8P0_LISMO	tr|F5NQ14|F5NQ14_SHIFL
OG0000717	sp|P23909|MUTS_ECOLI	sp|Q8Y789|MUTS_LISMO	tr|F5NYR7|F5NYR7_SHIFL
OG0000718	sp|P17802|MUTY_ECOLI	tr|Q8Y6J5|Q8Y6J5_LISMO	tr|F5P009|F5P009_SHIFL
OG0000719	sp|P10902|NADB_ECOLI	sp|Q8Y5N4|NADB_LISMO	tr|F5NYH5|F5NYH5_SHIFL
OG0000720	sp|P0AF20|NAGC_ECOLI	tr|Q8YAF1|Q8YAF1_LISMO	tr|F5NS08|F5NS08_SHIFL
OG0000721	sp|P0AF24|NAGD_ECOLI	tr|Q8Y4N4|Q8Y4N4_LISMO	tr|F5NS07|F5NS07_SHIFL
OG0000722	sp|P22634|MURI_ECOLI	sp|Q8Y7N7|MURI_LISMO	tr|F5P0Y7|F5P0Y7_SHIFL
OG0000723	sp|P23367|MUTL_ECOLI	sp|Q8Y788|MUTL_LISMO	tr|F5P3J7|F5P3J7_SHIFL
OG0000724	sp|P08337|MUTT_ECOLI	tr|Q8Y6R3|Q8Y6R3_LISMO	tr|F5NQ28|F5NQ28_SHIFL
OG0000725	sp|P10903|NARK_ECOLI, sp|P37758|NARU_ECOLI		tr|F5NTH2|F5NTH2_SHIFL
OG0000726	sp|P0AF32|NARV_ECOLI, sp|P11350|NARI_ECOLI		tr|F5NTH6|F5NTH6_SHIFL
OG0000727	sp|P0A763|NDK_ECOLI	sp|Q8Y5X4|NDK_LISMO	tr|F5NY20|F5NY20_SHIFL
OG0000728	sp|P77258|NEMA_ECOLI	sp|Q8Y4H1|NAMA_LISMO	tr|F5NUZ2|F5NUZ2_SHIFL
OG0000729	sp|P0A761|NANE_ECOLI	sp|Q8Y3N4|NANE_LISMO	tr|F5P0C2|F5P0C2_SHIFL
OG0000730	sp|P18843|NADE_ECOLI	sp|Q8Y825|NADE_LISMO	tr|F5NUN5|F5NUN5_SHIFL
OG0000731	sp|P67430|NEMR_ECOLI	tr|Q8Y466|Q8Y466_LISMO	tr|F5NUZ3|F5NUZ3_SHIFL
OG0000732	sp|P0A752|NADD_ECOLI	sp|Q8Y735|NADD_LISMO	tr|F5NRX9|F5NRX9_SHIFL
OG0000733	sp|P45425|NANK_ECOLI	tr|Q8YAT1|Q8YAT1_LISMO	tr|F5P0C1|F5P0C1_SHIFL
OG0000734	sp|P76242|NIMT_ECOLI	tr|Q8Y8F7|Q8Y8F7_LISMO	tr|F5NUG6|F5NUG6_SHIFL
OG0000735	sp|P28903|NRDD_ECOLI	tr|Q8YA80|Q8YA80_LISMO	tr|F5P3W5|F5P3W5_SHIFL
OG0000736	sp|P0AF63|NSRR_ECOLI	tr|Q92E21|Q92E21_LISMO	tr|F5P3I8|F5P3I8_SHIFL
OG0000737	sp|P75960|NPD_ECOLI	sp|Q8Y3U2|NPD_LISMO	tr|F5NT26|F5NT26_SHIFL
OG0000738	sp|P0A9N8|NRDG_ECOLI	tr|Q8YA79|Q8YA79_LISMO	tr|F5P3W4|F5P3W4_SHIFL
OG0000739	sp|P63020|NFUA_ECOLI	tr|Q8Y4N8|Q8Y4N8_LISMO	tr|F5P316|F5P316_SHIFL
OG0000740	sp|P31806|NNR_ECOLI	sp|Q8Y6R2|NNRD_LISMO	tr|F5P3K0|F5P3K0_SHIFL
OG0000741	sp|P0A8D0|NRDR_ECOLI	sp|Q8Y6W9|NRDR_LISMO	tr|F5NQG1|F5NQG1_SHIFL
OG0000742	sp|P0AFG0|NUSG_ECOLI	tr|Q8YAA6|Q8YAA6_LISMO	tr|F5P0X9|F5P0X9_SHIFL
OG0000743	sp|P0AFG6|ODO2_ECOLI	tr|Q8Y7B2|Q8Y7B2_LISMO	tr|F5NQT1|F5NQT1_SHIFL
OG0000744	sp|P77788|NUDG_ECOLI	tr|Q8Y7L8|Q8Y7L8_LISMO	tr|F5NUL4|F5NUL4_SHIFL
OG0000745	sp|P0AFF6|NUSA_ECOLI	tr|Q8Y7F9|Q8Y7F9_LISMO	tr|F5P071|F5P071_SHIFL
OG0000746	sp|P33607|NUOL_ECOLI	tr|Q8Y4Q6|Q8Y4Q6_LISMO	tr|F5NXM7|F5NXM7_SHIFL
OG0000747	sp|P33021|NUPX_ECOLI, sp|P33024|PSUT_ECOLI		tr|F5NX88|F5NX88_SHIFL
OG0000748	sp|P45799|NUDE_ECOLI	tr|Q8Y5U0|Q8Y5U0_LISMO	tr|F5P338|F5P338_SHIFL
OG0000749	sp|P0AFH0|OGT_ECOLI	tr|Q8Y534|Q8Y534_LISMO	tr|F5NTV8|F5NTV8_SHIFL
OG0000750	sp|P0A780|NUSB_ECOLI	sp|Q8Y7C6|NUSB_LISMO	tr|F5NQG4|F5NQG4_SHIFL
OG0000751	sp|P06959|ODP2_ECOLI	tr|Q8Y863|Q8Y863_LISMO	tr|F5NQ43|F5NQ43_SHIFL
OG0000752	sp|P0AFF4|NUPG_ECOLI, sp|P45562|XAPB_ECOLI		tr|F5P013|F5P013_SHIFL
OG0000753	sp|P77737|OPPF_ECOLI	tr|Q8Y581|Q8Y581_LISMO	tr|F5NTJ6|F5NTJ6_SHIFL
OG0000754	sp|P31057|PANB_ECOLI	sp|Q8Y601|PANB_LISMO	tr|F5NPK8|F5NPK8_SHIFL
OG0000755	sp|P0A9J4|PANE_ECOLI	sp|Q8Y5L2|PANE_LISMO	tr|F5NQH4|F5NQH4_SHIFL
OG0000756	sp|P0C0L2|OSMC_ECOLI	tr|Q8Y576|Q8Y576_LISMO	tr|F5NVC4|F5NVC4_SHIFL
OG0000757	sp|P42641|OBG_ECOLI	sp|Q8Y6Z3|OBG_LISMO	tr|F5P087|F5P087_SHIFL
OG0000758	sp|P0A9L8|P5CR_ECOLI	tr|Q8Y9X2|Q8Y9X2_LISMO	tr|F5NQD1|F5NQD1_SHIFL
OG0000759	sp|P0A9K3|PHOL_ECOLI	tr|Q7AP63|Q7AP63_LISMO	tr|F5NS03|F5NS03_SHIFL
OG0000760	sp|P0ABF1|PCNB_ECOLI	sp|Q8Y5Z8|CCA_LISMO	tr|F5NPL2|F5NPL2_SHIFL
OG0000761	sp|P75836|YCAN_ECOLI, sp|P77333|PGRR_ECOLI		tr|F5NVQ5|F5NVQ5_SHIFL
OG0000762	sp|P0A9J8|PHEA_ECOLI	tr|Q8Y6Z4|Q8Y6Z4_LISMO	tr|F5NZ26|F5NZ26_SHIFL
OG0000763	sp|P0ABF8|PGSA_ECOLI	tr|Q8Y794|Q8Y794_LISMO	tr|F5NVX2|F5NVX2_SHIFL
OG0000764	sp|P0AFJ1|PHNA_ECOLI	tr|Q8Y9Z7|Q8Y9Z7_LISMO	tr|F5P3S9|F5P3S9_SHIFL
OG0000765	sp|P31663|PANC_ECOLI	sp|Q8Y602|PANC_LISMO	tr|F5NPK7|F5NPK7_SHIFL
OG0000766	sp|P0A790|PAND_ECOLI	sp|Q8Y603|PAND_LISMO	tr|F5NPK4|F5NPK4_SHIFL
OG0000767	sp|P0ACL9|PDHR_ECOLI	tr|Q8Y8F6|Q8Y8F6_LISMO	tr|F5NQ41|F5NQ41_SHIFL
OG0000768	sp|P0A7C6|PEPE_ECOLI	sp|P58495|Y363_LISMO	tr|F5P0T6|F5P0T6_SHIFL
OG0000769	sp|P29745|PEPT_ECOLI	sp|Q8Y6B1|PEPT_LISMO	tr|F5NT31|F5NT31_SHIFL
OG0000770	sp|P0A9N4|PFLA_ECOLI	sp|P0A442|PFLA_LISMO	tr|F5NSM6|F5NSM6_SHIFL
OG0000771	sp|P0A799|PGK_ECOLI	sp|Q8Y4I2|PGK_LISMO	tr|F5NZW1|F5NZW1_SHIFL
OG0000772	sp|P0AD65|PBP2_ECOLI	tr|Q8Y9T2|Q8Y9T2_LISMO	tr|F5NRX5|F5NRX5_SHIFL
OG0000773	sp|P07000|PLDB_ECOLI	tr|Q8Y7L7|Q8Y7L7_LISMO	tr|F5P1H8|F5P1H8_SHIFL
OG0000774	sp|P60782|PLSY_ECOLI	sp|Q8Y7J3|PLSY_LISMO	tr|F5NZI7|F5NZI7_SHIFL
OG0000775	sp|P18133|PNCB_ECOLI	tr|Q8Y826|Q8Y826_LISMO	tr|F5NSR6|F5NSR6_SHIFL
OG0000776	sp|P05055|PNP_ECOLI	sp|Q8Y7F1|PNP_LISMO	tr|F5P066|F5P066_SHIFL
OG0000777	sp|P77366|PGMB_ECOLI	tr|Q8Y3K4|Q8Y3K4_LISMO	tr|F5NTT1|F5NTT1_SHIFL
OG0000778	sp|P0A9K7|PHOU_ECOLI	tr|Q8Y4F0|Q8Y4F0_LISMO	tr|F5P1X7|F5P1X7_SHIFL
OG0000779	sp|P27247|PLSX_ECOLI	sp|Q8Y688|PLSX_LISMO	tr|F5NSZ4|F5NSZ4_SHIFL
OG0000780	sp|P16681|PHNB_ECOLI	tr|Q8Y7N1|Q8Y7N1_LISMO	tr|F5P3S8|F5P3S8_SHIFL
OG0000781	sp|P00914|PHR_ECOLI	tr|Q8Y9E2|Q8Y9E2_LISMO	tr|F5NQV9|F5NQV9_SHIFL
OG0000782	sp|P0A796|PFKA_ECOLI	sp|Q8Y6W0|PFKA_LISMO	tr|F5P152|F5P152_SHIFL
OG0000783	sp|P07001|PNTA_ECOLI	tr|Q8Y6V2|Q8Y6V2_LISMO	tr|F5NV54|F5NV54_SHIFL
OG0000784	sp|P25889|PREA_ECOLI	sp|Q8Y667|PYRDB_LISMO	tr|F5NX72|F5NX72_SHIFL
OG0000785	sp|P0A6G3|PNCC_ECOLI	sp|Q8Y793|CINA_LISMO	tr|F5NYV9|F5NYV9_SHIFL
OG0000786	sp|P0AFK9|POTD_ECOLI	tr|Q8Y8T4|Q8Y8T4_LISMO	tr|F5NT27|F5NT27_SHIFL
OG0000787	sp|P23538|PPSA_ECOLI	tr|Q8Y9V9|Q8Y9V9_LISMO	tr|F5NUS9|F5NUS9_SHIFL
OG0000788	sp|P0A8T1|PRMA_ECOLI	sp|P0DJO9|PRMA_LISMO	tr|F5P0F9|F5P0F9_SHIFL
OG0000789	sp|P0A7B5|PROB_ECOLI	sp|Q93Q56|PROB_LISMO	tr|F5NQ99|F5NQ99_SHIFL
OG0000790	sp|P14175|PROV_ECOLI	tr|Q7AP76|Q7AP76_LISMO	tr|F5NYY2|F5NYY2_SHIFL
OG0000791	sp|P23865|PRC_ECOLI	tr|Q8Y649|Q8Y649_LISMO	tr|F5NUC5|F5NUC5_SHIFL
OG0000792	sp|P31828|PQQL_ECOLI	tr|Q8Y797|Q8Y797_LISMO	tr|F5NVB4|F5NVB4_SHIFL
OG0000793	sp|P0ACC1|PRMC_ECOLI	sp|Q8Y4A9|PRMC_LISMO	tr|F5NTF7|F5NTF7_SHIFL
OG0000794	sp|P14176|PROW_ECOLI	tr|Q7AP75|Q7AP75_LISMO	tr|F5NYY1|F5NYY1_SHIFL
OG0000795	sp|P17888|PRIA_ECOLI	tr|Q8Y675|Q8Y675_LISMO	tr|F5P129|F5P129_SHIFL
OG0000796	sp|P07004|PROA_ECOLI	sp|Q93Q55|PROA_LISMO	tr|F5NQA0|F5NQA0_SHIFL
OG0000797	sp|P0AFK4|POTB_ECOLI	tr|Q8Y8T5|Q8Y8T5_LISMO	tr|F5NT29|F5NT29_SHIFL
OG0000798	sp|P0AFK6|POTC_ECOLI	tr|Q92DL4|Q92DL4_LISMO	tr|F5NT28|F5NT28_SHIFL
OG0000799	sp|P07003|POXB_ECOLI	tr|Q8Y920|Q8Y920_LISMO	tr|F5NSG6|F5NSG6_SHIFL
OG0000800	sp|P0A7D1|PTH_ECOLI	sp|Q8YAD1|PTH_LISMO	tr|F5NTE9|F5NTE9_SHIFL
OG0000801	sp|P76038|PUUD_ECOLI	tr|Q8Y6A0|Q8Y6A0_LISMO	tr|F5NTQ7|F5NTQ7_SHIFL
OG0000802	sp|P0A7C8|PSIE_ECOLI	sp|Q8Y8Q9|PSIE_LISMO	tr|F5P0R4|F5P0R4_SHIFL
OG0000803	sp|P20966|PTFBC_ECOLI	tr|Q8YA08|Q8YA08_LISMO	tr|F5NX91|F5NX91_SHIFL
OG0000804	sp|P08178|PUR5_ECOLI	sp|Q8Y6C3|PUR5_LISMO	tr|F5NXZ7|F5NXZ7_SHIFL
OG0000805	sp|P0AB89|PUR8_ECOLI	tr|Q8Y6B8|Q8Y6B8_LISMO	tr|F5NT59|F5NT59_SHIFL
OG0000806	sp|P0AG18|PURE_ECOLI	tr|Q8Y6B6|Q8Y6B6_LISMO	tr|F5NRP0|F5NRP0_SHIFL
OG0000807	sp|P05458|PTRA_ECOLI		tr|F5NZ59|F5NZ59_SHIFL, tr|F5NZ60|F5NZ60_SHIFL
OG0000808	sp|P56579|PTHC_ECOLI	tr|Q8Y9I4|Q8Y9I4_LISMO	tr|F5NYV7|F5NYV7_SHIFL
OG0000809	sp|P42910|PTPC1_ECOLI	tr|Q8Y5Q5|Q8Y5Q5_LISMO, tr|Q8YAU0|Q8YAU0_LISMO	
OG0000810	sp|P08179|PUR3_ECOLI	tr|Q8Y6C4|Q8Y6C4_LISMO	tr|F5NXZ8|F5NXZ8_SHIFL
OG0000811	sp|P33025|PSUG_ECOLI	tr|Q8Y4U2|Q8Y4U2_LISMO	tr|F5NX89|F5NX89_SHIFL
OG0000812	sp|P0AGH8|PSTC_ECOLI	tr|Q8Y4E8|Q8Y4E8_LISMO	tr|F5P1Y0|F5P1Y0_SHIFL
OG0000813	sp|P0AA04|PTHP_ECOLI	sp|P0A438|PTHP_LISMO	tr|F5NY86|F5NY86_SHIFL
OG0000814	sp|P07654|PSTA_ECOLI	tr|Q927Z6|Q927Z6_LISMO	tr|F5P1X9|F5P1X9_SHIFL
OG0000815	sp|P32672|PTFC2_ECOLI	tr|Q8Y9A0|Q8Y9A0_LISMO	tr|F5P112|F5P112_SHIFL
OG0000816	sp|P69783|PTGA_ECOLI	tr|Q8Y897|Q8Y897_LISMO	tr|F5NY88|F5NY88_SHIFL
OG0000817	sp|P0A7D7|PUR7_ECOLI	sp|Q8Y6B9|PUR7_LISMO	tr|F5NXW7|F5NXW7_SHIFL
OG0000818	sp|P15639|PUR9_ECOLI	sp|Q8Y6C5|PUR9_LISMO	tr|F5P0V4|F5P0V4_SHIFL
OG0000819	sp|P0A7E3|PYRE_ECOLI	sp|Q8Y668|PYRE_LISMO	tr|F5P2A2|F5P2A2_SHIFL
OG0000820	sp|P0AG82|PSTS_ECOLI	tr|Q8Y4E7|Q8Y4E7_LISMO	tr|F5P1Y1|F5P1Y1_SHIFL
OG0000821	sp|P05706|PTHA_ECOLI	tr|Q8Y9I6|Q8Y9I6_LISMO	tr|F5NYV5|F5NYV5_SHIFL
OG0000822	sp|P56580|PTHB_ECOLI	tr|Q8Y9I5|Q8Y9I5_LISMO	tr|F5NYV6|F5NYV6_SHIFL
OG0000823	sp|P0A7D4|PURA_ECOLI	sp|Q8YAR1|PURA_LISMO	tr|F5P3I9|F5P3I9_SHIFL
OG0000824	sp|P09029|PURK_ECOLI	tr|Q8Y6B7|Q8Y6B7_LISMO	tr|F5NRN9|F5NRN9_SHIFL
OG0000825	sp|P0AFN2|PSPC_ECOLI	tr|Q8Y4F9|Q8Y4F9_LISMO	tr|F5NTR7|F5NTR7_SHIFL
OG0000826	sp|P08839|PT1_ECOLI	sp|O31149|PT1_LISMO	tr|F5NY87|F5NY87_SHIFL
OG0000827	sp|P00550|PTM3C_ECOLI	tr|Q8Y3N6|Q8Y3N6_LISMO	tr|F5P2E7|F5P2E7_SHIFL
OG0000828	sp|P36672|PTTBC_ECOLI	tr|Q8Y7L9|Q8Y7L9_LISMO	tr|F5P3W9|F5P3W9_SHIFL
OG0000829	sp|P0AG16|PUR1_ECOLI	tr|Q8Y6C2|Q8Y6C2_LISMO	tr|F5NXR3|F5NXR3_SHIFL
OG0000830	sp|P15640|PUR2_ECOLI	sp|Q8Y6C6|PUR2_LISMO	tr|F5P0V5|F5P0V5_SHIFL
OG0000831	sp|P0A9U6|PUUR_ECOLI	tr|Q8Y4V2|Q8Y4V2_LISMO	tr|F5NTQ8|F5NTQ8_SHIFL
OG0000832	sp|P0A7F9|QUEA_ECOLI	sp|Q8Y6Z9|QUEA_LISMO	tr|F5NQF2|F5NQF2_SHIFL
OG0000833	sp|P0A786|PYRB_ECOLI	sp|Q8Y662|PYRB_LISMO	tr|F5P3X5|F5P3X5_SHIFL
OG0000834	sp|P08244|PYRF_ECOLI	sp|P58641|PYRF_LISMO	tr|F5NTN6|F5NTN6_SHIFL
OG0000835	sp|P0A7E5|PYRG_ECOLI	sp|Q8Y495|PYRG_LISMO	tr|F5NYK1|F5NYK1_SHIFL
OG0000836	sp|P0A7E9|PYRH_ECOLI	sp|P65927|PYRH_LISMO	tr|F5NPP2|F5NPP2_SHIFL
OG0000837	sp|P39288|QUEG_ECOLI	sp|Q8Y8H0|QUEG_LISMO	tr|F5P3K1|F5P3K1_SHIFL
OG0000838	sp|P24554|RADA_ECOLI	sp|Q48761|RADA_LISMO	tr|F5P4B4|F5P4B4_SHIFL
OG0000839	sp|P39315|QOR2_ECOLI	tr|Q8Y9T6|Q8Y9T6_LISMO	tr|F5P3F2|F5P3F2_SHIFL
OG0000840	sp|P64530|RCNR_ECOLI	tr|Q8Y6S0|Q8Y6S0_LISMO	tr|F5NWW9|F5NWW9_SHIFL
OG0000841	sp|P0A894|RAPZ_ECOLI	sp|Q8Y4G9|Y2474_LISMO	tr|F5P0A9|F5P0A9_SHIFL
OG0000842	sp|P31473|RAVA_ECOLI	tr|Q8Y9R9|Q8Y9R9_LISMO	tr|F5P204|F5P204_SHIFL
OG0000843	sp|P0ACQ0|RBSR_ECOLI	tr|Q8Y5R2|Q8Y5R2_LISMO	tr|F5P212|F5P212_SHIFL
OG0000844	sp|P24230|RECG_ECOLI	tr|Q8Y686|Q8Y686_LISMO	tr|F5P274|F5P274_SHIFL
OG0000845	sp|P21893|RECJ_ECOLI	tr|Q8Y705|Q8Y705_LISMO	tr|F5NZS6|F5NZS6_SHIFL
OG0000846	sp|P05824|RECN_ECOLI	tr|Q8Y7B8|Q8Y7B8_LISMO	tr|F5NZ08|F5NZ08_SHIFL
OG0000847	sp|P25740|RFAG_ECOLI	tr|Q8Y4A0|Q8Y4A0_LISMO	tr|F5P2B3|F5P2B3_SHIFL
OG0000848	sp|P27844|RARD_ECOLI	tr|Q8Y8U7|Q8Y8U7_LISMO	tr|F5P1I4|F5P1I4_SHIFL
OG0000849	sp|P0A7G2|RBFA_ECOLI	sp|Q8Y7F4|RBFA_LISMO	tr|F5P069|F5P069_SHIFL
OG0000850	sp|P0AAZ4|RARA_ECOLI	tr|Q8Y712|Q8Y712_LISMO	tr|F5NSE5|F5NSE5_SHIFL
OG0000851	sp|P0A8V0|RBN_ECOLI	sp|Q8Y5S8|RNZ_LISMO	tr|F5NXM0|F5NXM0_SHIFL
OG0000852	sp|P0A7H6|RECR_ECOLI	sp|Q8Y3X7|RECR_LISMO	tr|F5NRI8|F5NRI8_SHIFL
OG0000853	sp|P0A7I4|RF3_ECOLI	sp|Q8Y8C0|RF3_LISMO	tr|F5P497|F5P497_SHIFL
OG0000854	sp|P32156|RHAM_ECOLI	sp|Q8Y3I9|RHAM_LISMO	tr|F5P1B1|F5P1B1_SHIFL
OG0000855	sp|P04993|RECD_ECOLI	tr|Q8Y717|Q8Y717_LISMO	tr|F5NZ57|F5NZ57_SHIFL
OG0000856	sp|P15043|RECQ_ECOLI	tr|Q8Y3S4|Q8Y3S4_LISMO	tr|F5P1I1|F5P1I1_SHIFL
OG0000857	sp|P32170|RHAA_ECOLI	sp|Q8Y3I7|RHAA_LISMO	tr|F5P167|F5P167_SHIFL
OG0000858	sp|P32169|RHAD_ECOLI	sp|Q8Y3I8|RHAD_LISMO	tr|F5P1B0|F5P1B0_SHIFL
OG0000859	sp|P0A7X6|RIMM_ECOLI	sp|Q8Y6A2|RIMM_LISMO	tr|F5NZ16|F5NZ16_SHIFL
OG0000860	sp|P52061|RDGB_ECOLI	sp|Q8Y7N5|NTPA_LISMO	tr|F5NZZ7|F5NZZ7_SHIFL
OG0000861	sp|P0A7G6|RECA_ECOLI	sp|P0DJP0|RECA_LISMO	tr|F5NYW0|F5NYW0_SHIFL
OG0000862	sp|P0A7H0|RECF_ECOLI	sp|Q8YAV8|RECF_LISMO	tr|F5P1U5|F5P1U5_SHIFL
OG0000863	sp|P0A8A8|RIMP_ECOLI	sp|Q8Y7G0|RIMP_LISMO	tr|F5P072|F5P072_SHIFL
OG0000864	sp|P32171|RHAB_ECOLI	sp|Q8Y3I6|RHAB_LISMO	tr|F5P165|F5P165_SHIFL
OG0000865	sp|P0A948|RIMJ_ECOLI	tr|Q8Y6I6|Q8Y6I6_LISMO	tr|F5NT93|F5NT93_SHIFL
OG0000866	sp|P69924|RIR2_ECOLI	tr|Q8Y5B3|Q8Y5B3_LISMO	tr|F5NXI5|F5NXI5_SHIFL
OG0000867	sp|P0A7H3|RECO_ECOLI	sp|Q8Y752|RECO_LISMO	tr|F5NYG6|F5NYG6_SHIFL
OG0000868	sp|P0A7I0|RF1_ECOLI	sp|Q8Y4A8|RF1_LISMO	tr|F5NTF6|F5NTF6_SHIFL
OG0000869	sp|P07012|RF2_ECOLI	sp|Q8Y4D8|RF2_LISMO	tr|F5NZS4|F5NZS4_SHIFL
OG0000870	sp|P0AG30|RHO_ECOLI	tr|Q8Y4A3|Q8Y4A3_LISMO	tr|F5P1M5|F5P1M5_SHIFL
OG0000871	sp|P0A944|RIMI_ECOLI	tr|Q8Y5I6|Q8Y5I6_LISMO	tr|F5P495|F5P495_SHIFL
OG0000872	sp|P0AA10|RL13_ECOLI	sp|Q8Y458|RL13_LISMO	tr|F5P0D0|F5P0D0_SHIFL
OG0000873	sp|P0ADY3|RL14_ECOLI	sp|Q927L7|RL14_LISMO	tr|F5P3B8|F5P3B8_SHIFL
OG0000874	sp|P0A7L0|RL1_ECOLI	sp|Q8YAA4|RL1_LISMO	tr|F5P0X7|F5P0X7_SHIFL
OG0000875	sp|P76470|RHMT_ECOLI		tr|F5P0Z7|F5P0Z7_SHIFL, tr|F5P467|F5P467_SHIFL
OG0000876	sp|P0AG40|RIBF_ECOLI	tr|Q8Y7F2|Q8Y7F2_LISMO	tr|F5NPU2|F5NPU2_SHIFL
OG0000877	sp|P39452|RIR3_ECOLI	tr|Q8Y5B2|Q8Y5B2_LISMO	tr|F5NYY4|F5NYY4_SHIFL
OG0000878	sp|P02413|RL15_ECOLI	sp|Q8Y447|RL15_LISMO	tr|F5P3C7|F5P3C7_SHIFL
OG0000879	sp|P0A7J3|RL10_ECOLI	sp|P66042|RL10_LISMO	tr|F5P0X6|F5P0X6_SHIFL
OG0000880	sp|P0A7K6|RL19_ECOLI	sp|O53083|RL19_LISMO	tr|F5NZ18|F5NZ18_SHIFL
OG0000881	sp|P0AG48|RL21_ECOLI	sp|Q8Y6Y9|RL21_LISMO	tr|F5P090|F5P090_SHIFL
OG0000882	sp|P60624|RL24_ECOLI	sp|Q8Y443|RL24_LISMO	tr|F5P3B9|F5P3B9_SHIFL
OG0000883	sp|P60422|RL2_ECOLI	sp|P60426|RL2_LISMO	tr|F5P3B1|F5P3B1_SHIFL
OG0000884	sp|P68919|RL25_ECOLI	sp|Q8YAD3|RL25_LISMO	tr|F5NXB7|F5NXB7_SHIFL
OG0000885	sp|P0A7R1|RL9_ECOLI	sp|Q8YAR2|RL9_LISMO	tr|F5P3G5|F5P3G5_SHIFL
OG0000886	sp|P61175|RL22_ECOLI	sp|Q927L2|RL22_LISMO	tr|F5P3B3|F5P3B3_SHIFL
OG0000887	sp|P0A7Q1|RL35_ECOLI	sp|P0A491|RL35_LISMO	tr|F5NUR2|F5NUR2_SHIFL
OG0000888	sp|P0AG55|RL6_ECOLI	sp|Q8Y444|RL6_LISMO	tr|F5P3C3|F5P3C3_SHIFL
OG0000889	sp|P0A7L8|RL27_ECOLI	sp|P66125|RL27_LISMO	tr|F5P089|F5P089_SHIFL
OG0000890	sp|P0A7N9|RL33_ECOLI	sp|P66219|RL331_LISMO	tr|F5P2A7|F5P2A7_SHIFL
OG0000891	sp|P60723|RL4_ECOLI	sp|P61055|RL4_LISMO	tr|F5P3A9|F5P3A9_SHIFL
OG0000892	sp|P0ADZ0|RL23_ECOLI	sp|Q8Y441|RL23_LISMO	tr|F5P3B0|F5P3B0_SHIFL
OG0000893	sp|P0A7M6|RL29_ECOLI	sp|P66166|RL29_LISMO	tr|F5P3B6|F5P3B6_SHIFL
OG0000894	sp|P0A7M2|RL28_ECOLI	sp|P66144|RL28_LISMO	tr|F5P2A6|F5P2A6_SHIFL
OG0000895	sp|P0A7J7|RL11_ECOLI	sp|P66054|RL11_LISMO	tr|F5P0X8|F5P0X8_SHIFL
OG0000896	sp|P0ADY7|RL16_ECOLI	sp|Q927L4|RL16_LISMO	tr|F5P3B5|F5P3B5_SHIFL
OG0000897	sp|P0AG44|RL17_ECOLI	sp|Q8Y450|RL17_LISMO	tr|F5P3D3|F5P3D3_SHIFL
OG0000898	sp|P0C018|RL18_ECOLI	sp|Q8Y445|RL18_LISMO	tr|F5P3C4|F5P3C4_SHIFL
OG0000899	sp|P0A7L3|RL20_ECOLI	sp|P66103|RL20_LISMO	tr|F5NUR3|F5NUR3_SHIFL
OG0000900	sp|P0A7K2|RL7_ECOLI	sp|Q8YAA3|RL7_LISMO	tr|F5P0X5|F5P0X5_SHIFL
OG0000901	sp|P63177|RLMB_ECOLI	tr|Q92F34|Q92F34_LISMO	tr|F5P3I6|F5P3I6_SHIFL
OG0000902	sp|P75876|RLMI_ECOLI	tr|Q8Y9E8|Q8Y9E8_LISMO	tr|F5NSV3|F5NSV3_SHIFL
OG0000903	sp|P37765|RLUB_ECOLI	tr|Q8Y5V6|Q8Y5V6_LISMO	tr|F5NTL9|F5NTL9_SHIFL
